CMDLINE /usr/local/bin/python3 app.py
MEM 64.421875 1737756055.8189
MEM 64.421875 1737756055.9243
MEM 64.421875 1737756056.0297
MEM 64.421875 1737756056.1351
MEM 64.421875 1737756056.2358
MEM 64.375000 1737756056.3374
MEM 64.375000 1737756056.4428
MEM 64.375000 1737756056.5480
MEM 64.375000 1737756056.6507
MEM 64.375000 1737756056.7560
MEM 64.375000 1737756056.8596
MEM 64.375000 1737756056.9652
MEM 64.375000 1737756057.0706
MEM 64.375000 1737756057.1760
MEM 64.375000 1737756057.2815
MEM 64.375000 1737756057.3869
MEM 64.375000 1737756057.4918
MEM 64.375000 1737756057.5948
MEM 64.375000 1737756057.6998
MEM 64.375000 1737756057.8006
MEM 64.375000 1737756057.9029
MEM 64.375000 1737756058.0083
MEM 64.375000 1737756058.1094
MEM 64.375000 1737756058.2146
MEM 64.375000 1737756058.3200
MEM 64.375000 1737756058.4232
MEM 64.375000 1737756058.5285
MEM 64.375000 1737756058.6338
MEM 64.375000 1737756058.7391
MEM 64.375000 1737756058.8406
MEM 64.375000 1737756058.9445
MEM 64.375000 1737756059.0480
MEM 64.375000 1737756059.1510
MEM 64.375000 1737756059.2564
MEM 64.375000 1737756059.3606
MEM 64.375000 1737756059.4659
MEM 64.375000 1737756059.5705
MEM 64.375000 1737756059.6730
MEM 64.375000 1737756059.7782
MEM 64.375000 1737756059.8833
MEM 64.375000 1737756059.9887
MEM 64.375000 1737756060.0941
MEM 64.375000 1737756060.1994
MEM 64.375000 1737756060.3005
MEM 64.343750 1737756060.4051
MEM 64.343750 1737756060.5103
MEM 64.343750 1737756060.6158
MEM 64.406250 1737756060.7214
MEM 64.406250 1737756060.8220
MEM 64.406250 1737756060.9275
MEM 64.406250 1737756061.0319
MEM 64.406250 1737756061.1373
MEM 64.406250 1737756061.2424
MEM 64.406250 1737756061.3476
MEM 64.406250 1737756061.4492
MEM 64.406250 1737756061.5546
MEM 64.406250 1737756061.6596
MEM 64.406250 1737756061.7635
MEM 64.406250 1737756061.8659
MEM 64.406250 1737756061.9678
MEM 64.406250 1737756062.0709
MEM 64.406250 1737756062.1757
MEM 64.406250 1737756062.2808
MEM 64.406250 1737756062.3856
MEM 64.406250 1737756062.4908
MEM 64.406250 1737756062.5965
MEM 64.406250 1737756062.7020
MEM 64.406250 1737756062.8066
MEM 64.406250 1737756062.9100
MEM 64.406250 1737756063.0109
MEM 64.406250 1737756063.1165
MEM 64.421875 1737756063.2176
MEM 64.421875 1737756063.3207
MEM 64.421875 1737756063.4260
MEM 64.421875 1737756063.5316
MEM 64.421875 1737756063.6372
MEM 64.421875 1737756063.7423
MEM 64.421875 1737756063.8467
MEM 64.421875 1737756063.9522
MEM 64.421875 1737756064.0577
MEM 64.421875 1737756064.1634
MEM 64.421875 1737756064.2681
MEM 64.421875 1737756064.3737
MEM 64.421875 1737756064.4792
MEM 64.421875 1737756064.5848
MEM 64.421875 1737756064.6872
MEM 64.421875 1737756064.7908
MEM 64.421875 1737756064.8956
MEM 64.421875 1737756065.0008
MEM 64.421875 1737756065.1061
MEM 64.421875 1737756065.2118
MEM 64.421875 1737756065.3164
MEM 64.390625 1737756065.4207
MEM 64.390625 1737756065.5261
MEM 64.390625 1737756065.6315
MEM 64.390625 1737756065.7351
MEM 64.390625 1737756065.8404
MEM 64.390625 1737756065.9439
MEM 64.390625 1737756066.0476
MEM 64.390625 1737756066.1507
MEM 62.234375 1737756066.2561
MEM 62.203125 1737756066.3615
MEM 62.203125 1737756066.4668
MEM 62.203125 1737756066.5722
MEM 62.187500 1737756066.6777
MEM 62.187500 1737756066.7819
MEM 62.187500 1737756066.8874
MEM 62.187500 1737756066.9886
MEM 62.187500 1737756067.0915
MEM 62.187500 1737756067.1972
MEM 62.187500 1737756067.2983
MEM 62.187500 1737756067.3990
MEM 62.187500 1737756067.5043
MEM 62.187500 1737756067.6095
MEM 62.187500 1737756067.7147
MEM 62.187500 1737756067.8191
MEM 62.187500 1737756067.9221
MEM 62.187500 1737756068.0242
MEM 62.187500 1737756068.1294
MEM 62.187500 1737756068.2332
MEM 62.187500 1737756068.3359
MEM 62.187500 1737756068.4408
MEM 62.187500 1737756068.5463
MEM 62.187500 1737756068.6498
MEM 62.187500 1737756068.7553
MEM 62.187500 1737756068.8603
MEM 62.187500 1737756068.9658
MEM 62.187500 1737756069.0699
MEM 62.187500 1737756069.1733
MEM 62.218750 1737756069.2753
MEM 62.218750 1737756069.3809
MEM 62.218750 1737756069.4865
MEM 62.156250 1737756069.5898
MEM 62.156250 1737756069.6955
MEM 62.156250 1737756069.7998
MEM 62.156250 1737756069.9053
MEM 62.156250 1737756070.0111
MEM 62.156250 1737756070.1153
MEM 62.156250 1737756070.2210
MEM 62.156250 1737756070.3263
MEM 62.156250 1737756070.4310
MEM 61.578125 1737756070.5325
MEM 61.578125 1737756070.6353
MEM 61.375000 1737756070.7407
MEM 57.984375 1737756070.8497
MEM 57.984375 1737756070.9516
MEM 57.984375 1737756071.0552
MEM 57.984375 1737756071.1607
MEM 57.984375 1737756071.2665
MEM 57.906250 1737756071.3720
MEM 53.859375 1737756071.4753
MEM 53.859375 1737756071.5809
MEM 53.859375 1737756071.6865
MEM 53.859375 1737756071.7921
MEM 53.859375 1737756071.8974
MEM 53.859375 1737756071.9999
MEM 53.859375 1737756072.1020
MEM 53.859375 1737756072.2075
MEM 53.859375 1737756072.3129
MEM 53.859375 1737756072.4153
MEM 53.859375 1737756072.5169
MEM 53.859375 1737756072.6209
MEM 53.859375 1737756072.7253
MEM 53.859375 1737756072.8308
MEM 53.859375 1737756072.9365
MEM 53.859375 1737756073.0409
MEM 53.859375 1737756073.1419
MEM 53.859375 1737756073.2426
MEM 53.859375 1737756073.3453
MEM 53.859375 1737756073.4508
MEM 53.859375 1737756073.5526
MEM 53.859375 1737756073.6570
MEM 53.859375 1737756073.7619
MEM 53.859375 1737756073.8657
MEM 53.859375 1737756073.9701
MEM 53.859375 1737756074.0723
MEM 53.859375 1737756074.1735
MEM 53.859375 1737756074.2742
MEM 53.859375 1737756074.3773
MEM 53.859375 1737756074.4828
MEM 53.859375 1737756074.5866
MEM 53.859375 1737756074.6898
MEM 53.859375 1737756074.7954
MEM 53.859375 1737756074.9011
MEM 53.859375 1737756075.0056
MEM 53.859375 1737756075.1110
MEM 53.859375 1737756075.2126
MEM 53.859375 1737756075.3181
MEM 53.859375 1737756075.4234
MEM 53.859375 1737756075.5289
MEM 53.859375 1737756075.6345
MEM 53.859375 1737756075.7403
MEM 53.859375 1737756075.8458
MEM 53.859375 1737756075.9508
MEM 53.859375 1737756076.0518
MEM 53.859375 1737756076.1574
MEM 53.859375 1737756076.2578
MEM 53.859375 1737756076.3621
MEM 53.859375 1737756076.4670
MEM 53.859375 1737756076.5678
MEM 53.859375 1737756076.6708
MEM 53.859375 1737756076.7723
MEM 53.859375 1737756076.8779
MEM 53.859375 1737756076.9834
MEM 53.859375 1737756077.0881
MEM 53.859375 1737756077.1936
MEM 53.859375 1737756077.2983
MEM 53.859375 1737756077.4009
MEM 53.859375 1737756077.5052
MEM 53.859375 1737756077.6087
MEM 53.859375 1737756077.7100
MEM 53.859375 1737756077.8155
MEM 53.859375 1737756077.9210
MEM 53.859375 1737756078.0266
MEM 53.859375 1737756078.1301
MEM 53.859375 1737756078.2311
MEM 53.859375 1737756078.3357
MEM 53.859375 1737756078.4427
MEM 53.859375 1737756078.5453
MEM 53.859375 1737756078.6510
MEM 53.859375 1737756078.7553
MEM 53.859375 1737756078.8610
MEM 53.859375 1737756078.9721
MEM 53.859375 1737756079.0738
MEM 53.859375 1737756079.1795
MEM 53.859375 1737756079.2810
MEM 53.859375 1737756079.3829
MEM 53.859375 1737756079.4885
MEM 53.859375 1737756079.5916
MEM 53.859375 1737756079.6970
MEM 53.859375 1737756079.7988
MEM 53.859375 1737756079.9044
MEM 53.859375 1737756080.0095
MEM 53.859375 1737756080.1111
MEM 53.859375 1737756080.2117
MEM 53.859375 1737756080.3150
MEM 53.859375 1737756080.4196
MEM 53.859375 1737756080.5226
MEM 53.859375 1737756080.6282
MEM 53.890625 1737756080.7306
MEM 53.890625 1737756080.8361
MEM 53.890625 1737756080.9382
MEM 53.890625 1737756081.0438
MEM 53.890625 1737756081.1493
MEM 53.890625 1737756081.2549
MEM 53.890625 1737756081.3604
MEM 53.890625 1737756081.4659
MEM 53.890625 1737756081.5698
MEM 53.890625 1737756081.6733
MEM 53.890625 1737756081.7783
MEM 53.890625 1737756081.8809
MEM 53.890625 1737756081.9859
MEM 53.890625 1737756082.0910
MEM 53.890625 1737756082.1952
MEM 53.875000 1737756082.2999
MEM 53.875000 1737756082.4009
MEM 53.875000 1737756082.5063
MEM 53.734375 1737756082.6116
MEM 50.921875 1737756082.7170
MEM 48.828125 1737756082.8176
MEM 41.453125 1737756082.9232
MEM 34.109375 1737756083.0286
MEM 28.468750 1737756083.1299
MEM 25.906250 1737756083.2326
MEM 25.906250 1737756083.3368
MEM 25.093750 1737756083.4416
MEM 25.093750 1737756083.5474
MEM 25.093750 1737756083.6486
MEM 22.875000 1737756083.7591
MEM 22.875000 1737756083.8605
MEM 22.875000 1737756083.9653
MEM 22.781250 1737756084.0707
MEM 22.781250 1737756084.1725
MEM 22.781250 1737756084.2789
MEM 22.781250 1737756084.3797
