CMDLINE /usr/local/bin/python3 app.py
MEM 22.781250 1737756084.4847
MEM 22.781250 1737756084.5898
MEM 22.781250 1737756084.6908
MEM 22.328125 1737756084.7962
MEM 22.328125 1737756084.9017
MEM 21.671875 1737756085.0038
MEM 21.671875 1737756085.1094
MEM 21.671875 1737756085.2151
MEM 21.671875 1737756085.3198
MEM 21.671875 1737756085.4254
MEM 21.671875 1737756085.5298
MEM 21.671875 1737756085.6309
MEM 21.671875 1737756085.7364
MEM 21.671875 1737756085.8403
MEM 21.671875 1737756085.9433
MEM 21.234375 1737756086.0482
MEM 21.234375 1737756086.1537
MEM 21.234375 1737756086.2571
MEM 21.234375 1737756086.3590
MEM 21.234375 1737756086.4622
MEM 21.234375 1737756086.5673
MEM 21.234375 1737756086.6707
MEM 21.234375 1737756086.7759
MEM 21.234375 1737756086.8810
MEM 21.234375 1737756086.9862
MEM 21.234375 1737756087.0916
MEM 21.234375 1737756087.1923
MEM 21.234375 1737756087.2977
MEM 21.234375 1737756087.3997
MEM 21.234375 1737756087.5091
MEM 21.250000 1737756087.6136
MEM 21.250000 1737756087.7158
MEM 21.250000 1737756087.8190
MEM 21.250000 1737756087.9233
MEM 21.250000 1737756088.0287
MEM 21.250000 1737756088.1311
MEM 21.250000 1737756088.2365
MEM 21.250000 1737756088.3415
MEM 21.250000 1737756088.4441
MEM 21.250000 1737756088.5483
MEM 21.250000 1737756088.6536
MEM 21.250000 1737756088.7589
MEM 21.250000 1737756088.8613
MEM 21.250000 1737756088.9663
MEM 21.250000 1737756089.0675
MEM 21.250000 1737756089.1728
MEM 21.250000 1737756089.2749
MEM 21.250000 1737756089.3783
MEM 21.250000 1737756089.4827
MEM 21.250000 1737756089.5840
MEM 21.250000 1737756089.6865
MEM 21.250000 1737756089.7921
MEM 21.250000 1737756089.8977
MEM 21.250000 1737756090.0012
MEM 21.250000 1737756090.1022
MEM 21.250000 1737756090.2078
MEM 21.250000 1737756090.3110
MEM 21.250000 1737756090.4167
MEM 21.250000 1737756090.5210
MEM 21.250000 1737756090.6253
MEM 21.265625 1737756090.7308
MEM 21.265625 1737756090.8329
MEM 21.265625 1737756090.9348
MEM 21.265625 1737756091.0399
MEM 21.265625 1737756091.1410
MEM 21.265625 1737756091.2425
MEM 21.265625 1737756091.3456
MEM 21.187500 1737756091.4510
MEM 21.187500 1737756091.5524
MEM 21.187500 1737756091.6568
MEM 21.187500 1737756091.7574
MEM 21.187500 1737756091.8588
MEM 21.187500 1737756091.9609
MEM 21.187500 1737756092.0662
MEM 21.187500 1737756092.1717
MEM 21.187500 1737756092.2771
MEM 21.187500 1737756092.3819
MEM 21.187500 1737756092.4873
MEM 21.187500 1737756092.5918
MEM 21.187500 1737756092.6970
MEM 21.187500 1737756092.8024
MEM 21.187500 1737756092.9052
MEM 21.187500 1737756093.0106
MEM 21.187500 1737756093.1160
MEM 21.187500 1737756093.2214
MEM 21.187500 1737756093.3232
MEM 21.187500 1737756093.4281
MEM 21.187500 1737756093.5308
MEM 21.187500 1737756093.6337
MEM 21.187500 1737756093.7358
MEM 21.187500 1737756093.8410
MEM 21.187500 1737756093.9466
MEM 21.187500 1737756094.0483
MEM 21.187500 1737756094.1492
MEM 21.187500 1737756094.2548
MEM 21.187500 1737756094.3666
MEM 21.187500 1737756094.4721
MEM 21.187500 1737756094.5776
MEM 21.187500 1737756094.6810
MEM 21.187500 1737756094.7864
MEM 21.187500 1737756094.8960
MEM 21.187500 1737756095.0014
MEM 21.187500 1737756095.1067
MEM 21.187500 1737756095.2114
MEM 21.187500 1737756095.3157
MEM 21.187500 1737756095.4217
MEM 21.187500 1737756095.5256
MEM 21.187500 1737756095.6298
MEM 21.187500 1737756095.7309
MEM 21.171875 1737756095.8353
MEM 21.171875 1737756095.9397
MEM 21.171875 1737756096.0414
MEM 21.171875 1737756096.1461
MEM 21.187500 1737756096.2498
MEM 21.187500 1737756096.3527
MEM 21.187500 1737756096.4582
MEM 21.187500 1737756096.5637
MEM 21.187500 1737756096.6679
MEM 21.187500 1737756096.7710
MEM 21.187500 1737756096.8754
MEM 21.187500 1737756096.9806
MEM 21.187500 1737756097.0831
MEM 21.187500 1737756097.1886
MEM 21.187500 1737756097.2937
MEM 21.187500 1737756097.3980
MEM 21.187500 1737756097.5005
MEM 21.187500 1737756097.6056
MEM 21.187500 1737756097.7121
MEM 21.187500 1737756097.8173
MEM 21.187500 1737756097.9193
MEM 21.187500 1737756098.0311
MEM 21.187500 1737756098.1327
MEM 21.187500 1737756098.2382
MEM 21.187500 1737756098.3401
MEM 21.187500 1737756098.4425
MEM 21.187500 1737756098.5434
MEM 21.187500 1737756098.6455
MEM 21.187500 1737756098.7513
MEM 21.187500 1737756098.8525
MEM 21.187500 1737756098.9571
MEM 21.187500 1737756099.0627
MEM 21.187500 1737756099.1676
MEM 21.187500 1737756099.2725
MEM 21.187500 1737756099.3754
MEM 21.125000 1737756099.4794
MEM 21.125000 1737756099.5818
MEM 21.125000 1737756099.6870
MEM 21.125000 1737756099.7921
MEM 18.875000 1737756099.8973
MEM 18.875000 1737756100.0006
MEM 18.875000 1737756100.1058
MEM 18.843750 1737756100.2169
MEM 18.843750 1737756100.3220
MEM 18.828125 1737756100.4255
MEM 18.843750 1737756100.5307
MEM 18.843750 1737756100.6319
MEM 21.140625 1737756100.7351
MEM 21.140625 1737756100.8406
MEM 21.140625 1737756100.9452
MEM 21.140625 1737756101.0506
MEM 21.140625 1737756101.1547
MEM 21.140625 1737756101.2568
MEM 21.140625 1737756101.3622
MEM 21.140625 1737756101.4633
MEM 21.140625 1737756101.5688
MEM 21.140625 1737756101.6740
MEM 21.140625 1737756101.7773
MEM 21.140625 1737756101.8809
MEM 21.140625 1737756101.9819
MEM 21.140625 1737756102.0872
MEM 21.156250 1737756102.1927
MEM 21.156250 1737756102.2956
MEM 21.156250 1737756102.4008
MEM 21.156250 1737756102.5063
MEM 21.156250 1737756102.6100
MEM 21.156250 1737756102.7154
MEM 21.156250 1737756102.8209
MEM 21.156250 1737756102.9259
MEM 21.156250 1737756103.0315
MEM 21.156250 1737756103.1324
MEM 21.156250 1737756103.2332
MEM 21.156250 1737756103.3388
MEM 21.156250 1737756103.4423
MEM 21.156250 1737756103.5442
MEM 21.156250 1737756103.6454
MEM 21.156250 1737756103.7509
MEM 21.156250 1737756103.8565
MEM 21.156250 1737756103.9589
MEM 21.156250 1737756104.0641
MEM 21.156250 1737756104.1695
MEM 21.156250 1737756104.2723
MEM 21.156250 1737756104.3776
MEM 21.156250 1737756104.4823
MEM 21.156250 1737756104.5877
MEM 21.156250 1737756104.6931
MEM 21.156250 1737756104.7982
MEM 21.156250 1737756104.9024
MEM 21.156250 1737756105.0079
MEM 21.156250 1737756105.1124
MEM 21.156250 1737756105.2154
MEM 21.156250 1737756105.3208
MEM 21.156250 1737756105.4238
MEM 21.156250 1737756105.5290
MEM 21.156250 1737756105.6341
MEM 21.156250 1737756105.7394
MEM 21.156250 1737756105.8446
MEM 21.156250 1737756105.9460
MEM 21.156250 1737756106.0505
MEM 21.156250 1737756106.1558
MEM 21.156250 1737756106.2564
MEM 21.156250 1737756106.3595
MEM 21.156250 1737756106.4647
MEM 21.156250 1737756106.5699
MEM 21.156250 1737756106.6751
MEM 21.156250 1737756106.7768
MEM 21.156250 1737756106.8806
MEM 21.156250 1737756106.9858
MEM 21.156250 1737756107.0910
MEM 21.156250 1737756107.1923
MEM 21.156250 1737756107.2979
MEM 21.156250 1737756107.3998
MEM 21.156250 1737756107.5049
MEM 21.156250 1737756107.6098
MEM 21.156250 1737756107.7159
MEM 21.156250 1737756107.8216
MEM 21.156250 1737756107.9252
MEM 21.156250 1737756108.0306
MEM 21.156250 1737756108.1340
MEM 21.156250 1737756108.2393
MEM 21.156250 1737756108.3447
MEM 21.156250 1737756108.4500
MEM 21.156250 1737756108.5507
MEM 21.156250 1737756108.6560
MEM 21.156250 1737756108.7607
MEM 21.156250 1737756108.8621
MEM 21.156250 1737756108.9630
MEM 21.156250 1737756109.0685
MEM 21.156250 1737756109.1732
MEM 21.156250 1737756109.2787
MEM 21.156250 1737756109.3827
MEM 21.156250 1737756109.4882
MEM 21.156250 1737756109.5934
MEM 21.156250 1737756109.6986
MEM 21.156250 1737756109.7991
MEM 21.156250 1737756109.9044
MEM 21.156250 1737756110.0097
MEM 21.156250 1737756110.1149
MEM 21.156250 1737756110.2201
MEM 21.156250 1737756110.3253
MEM 21.156250 1737756110.4306
MEM 21.156250 1737756110.5352
MEM 21.156250 1737756110.6407
MEM 21.312500 1737756110.7461
MEM 21.312500 1737756110.8514
MEM 21.312500 1737756110.9522
MEM 21.312500 1737756111.0554
MEM 21.312500 1737756111.1609
MEM 21.312500 1737756111.2660
MEM 21.312500 1737756111.3697
MEM 21.312500 1737756111.4732
MEM 21.312500 1737756111.5771
MEM 21.312500 1737756111.6808
MEM 21.312500 1737756111.7863
MEM 21.312500 1737756111.8899
MEM 21.312500 1737756111.9954
MEM 21.312500 1737756112.0966
MEM 21.312500 1737756112.1989
MEM 21.312500 1737756112.3018
MEM 21.312500 1737756112.4074
MEM 21.312500 1737756112.5105
MEM 21.312500 1737756112.6126
MEM 21.312500 1737756112.7182
MEM 21.312500 1737756112.8234
MEM 21.312500 1737756112.9287
MEM 21.312500 1737756113.0340
MEM 21.312500 1737756113.1393
MEM 21.312500 1737756113.2448
MEM 21.312500 1737756113.3503
MEM 21.312500 1737756113.4548
MEM 21.312500 1737756113.5603
MEM 21.312500 1737756113.6609
MEM 21.312500 1737756113.7664
MEM 21.312500 1737756113.8675
MEM 21.312500 1737756113.9718
MEM 21.312500 1737756114.0734
MEM 21.312500 1737756114.1788
MEM 21.312500 1737756114.2829
MEM 21.312500 1737756114.3837
MEM 21.312500 1737756114.4866
MEM 21.312500 1737756114.5921
MEM 21.312500 1737756114.6947
MEM 21.312500 1737756114.7981
MEM 21.312500 1737756114.9031
MEM 21.312500 1737756115.0086
MEM 21.312500 1737756115.1139
MEM 21.312500 1737756115.2192
MEM 58.343750 1737756115.3244
MEM 58.343750 1737756115.4296
MEM 58.343750 1737756115.5350
MEM 58.343750 1737756115.6404
MEM 58.343750 1737756115.7458
MEM 58.343750 1737756115.8509
MEM 58.343750 1737756115.9537
MEM 58.343750 1737756116.0548
MEM 58.343750 1737756116.1610
MEM 58.343750 1737756116.2664
MEM 58.343750 1737756116.3669
MEM 58.343750 1737756116.4715
MEM 58.343750 1737756116.5770
MEM 58.343750 1737756116.6787
MEM 58.343750 1737756116.7801
MEM 58.343750 1737756116.8848
MEM 58.343750 1737756116.9896
MEM 58.343750 1737756117.0926
MEM 58.343750 1737756117.1936
MEM 58.343750 1737756117.2980
MEM 58.343750 1737756117.4035
MEM 58.343750 1737756117.5073
MEM 58.343750 1737756117.6109
MEM 58.343750 1737756117.7143
MEM 58.343750 1737756117.8154
MEM 58.343750 1737756117.9200
MEM 58.328125 1737756118.0235
MEM 58.328125 1737756118.1251
MEM 58.328125 1737756118.2307
MEM 56.328125 1737756118.3338
MEM 56.328125 1737756118.4345
MEM 56.328125 1737756118.5380
MEM 56.328125 1737756118.6416
MEM 56.328125 1737756118.7464
MEM 56.328125 1737756118.8485
MEM 56.328125 1737756118.9500
MEM 56.328125 1737756119.0545
MEM 56.328125 1737756119.1564
MEM 56.328125 1737756119.2601
MEM 56.328125 1737756119.3656
MEM 56.328125 1737756119.4666
MEM 56.328125 1737756119.5683
MEM 56.328125 1737756119.6733
MEM 56.328125 1737756119.7764
MEM 56.171875 1737756119.8818
MEM 56.171875 1737756119.9846
MEM 56.171875 1737756120.0899
MEM 56.171875 1737756120.1918
MEM 56.171875 1737756120.2927
MEM 56.171875 1737756120.3954
MEM 56.171875 1737756120.5022
MEM 56.171875 1737756120.6075
MEM 58.171875 1737756120.7124
MEM 58.171875 1737756120.8139
MEM 58.171875 1737756120.9194
MEM 58.171875 1737756121.0241
MEM 58.171875 1737756121.1255
MEM 58.171875 1737756121.2265
MEM 58.171875 1737756121.3272
MEM 58.171875 1737756121.4301
MEM 58.171875 1737756121.5319
MEM 58.171875 1737756121.6354
MEM 58.171875 1737756121.7409
MEM 58.171875 1737756121.8454
MEM 58.171875 1737756121.9509
MEM 58.171875 1737756122.0528
MEM 58.171875 1737756122.1554
MEM 58.171875 1737756122.2609
MEM 58.140625 1737756122.3661
MEM 58.140625 1737756122.4714
MEM 58.140625 1737756122.5727
MEM 58.140625 1737756122.6754
MEM 58.140625 1737756122.7808
MEM 58.140625 1737756122.8853
MEM 58.140625 1737756122.9907
MEM 58.140625 1737756123.0961
MEM 58.140625 1737756123.2011
MEM 58.015625 1737756123.3065
MEM 58.015625 1737756123.4117
MEM 58.015625 1737756123.5126
MEM 58.015625 1737756123.6179
MEM 58.015625 1737756123.7183
MEM 58.015625 1737756123.8225
MEM 58.015625 1737756123.9278
MEM 58.015625 1737756124.0281
MEM 58.015625 1737756124.1334
MEM 58.015625 1737756124.2355
MEM 58.015625 1737756124.3408
MEM 58.015625 1737756124.4460
MEM 58.015625 1737756124.5482
MEM 58.015625 1737756124.6535
MEM 58.015625 1737756124.7569
MEM 58.015625 1737756124.8581
MEM 58.015625 1737756124.9614
MEM 58.015625 1737756125.0658
MEM 58.015625 1737756125.1708
MEM 58.015625 1737756125.2747
MEM 58.015625 1737756125.3768
MEM 58.015625 1737756125.4798
MEM 58.015625 1737756125.5851
MEM 58.015625 1737756125.6904
MEM 58.015625 1737756125.7948
MEM 58.015625 1737756125.8989
MEM 58.015625 1737756126.0044
MEM 58.015625 1737756126.1097
MEM 58.015625 1737756126.2109
MEM 58.015625 1737756126.3146
MEM 58.015625 1737756126.4198
MEM 21.171875 1737756126.5206
MEM 21.171875 1737756126.6258
MEM 21.171875 1737756126.7272
MEM 21.171875 1737756126.8325
MEM 21.171875 1737756126.9378
MEM 21.171875 1737756127.0399
MEM 21.171875 1737756127.1446
MEM 21.171875 1737756127.2475
MEM 21.171875 1737756127.3528
MEM 21.171875 1737756127.4546
MEM 21.171875 1737756127.5597
MEM 21.171875 1737756127.6607
MEM 21.171875 1737756127.7659
MEM 21.171875 1737756127.8704
MEM 21.171875 1737756127.9756
MEM 21.171875 1737756128.0809
MEM 21.171875 1737756128.1862
MEM 21.171875 1737756128.2870
MEM 21.171875 1737756128.3914
MEM 21.187500 1737756128.4955
MEM 21.187500 1737756128.6006
MEM 21.187500 1737756128.7060
MEM 21.187500 1737756128.8113
MEM 21.187500 1737756128.9135
MEM 21.187500 1737756129.0161
MEM 21.187500 1737756129.1169
MEM 21.187500 1737756129.2222
MEM 21.187500 1737756129.3276
MEM 21.187500 1737756129.4300
MEM 21.187500 1737756129.5315
MEM 21.187500 1737756129.6367
MEM 21.187500 1737756129.7419
MEM 21.187500 1737756129.8459
MEM 21.187500 1737756129.9509
MEM 21.187500 1737756130.0514
MEM 21.187500 1737756130.1566
MEM 21.187500 1737756130.2618
MEM 21.187500 1737756130.3663
MEM 21.187500 1737756130.4706
MEM 21.187500 1737756130.5746
MEM 21.187500 1737756130.6798
MEM 21.187500 1737756130.7803
MEM 21.187500 1737756130.8856
MEM 21.187500 1737756130.9879
MEM 21.187500 1737756131.0919
MEM 21.187500 1737756131.1953
MEM 21.187500 1737756131.2999
MEM 21.187500 1737756131.4051
MEM 21.187500 1737756131.5055
MEM 21.187500 1737756131.6097
MEM 21.187500 1737756131.7102
MEM 21.109375 1737756131.8155
